,params,loss
76,"{'f1': 5, 'f2': 5, 'f3': 3, 'f4': 5, 'f5': 4}",0.0014631171035353063
77,"{'f1': 5, 'f2': 5, 'f3': 3, 'f4': 5, 'f5': 5}",0.001319642711658176
78,"{'f1': 5, 'f2': 5, 'f3': 4, 'f4': 2, 'f5': 2}",0.0013078466575405154
79,"{'f1': 5, 'f2': 5, 'f3': 4, 'f4': 2, 'f5': 3}",0.0012648170980129668
80,"{'f1': 5, 'f2': 5, 'f3': 4, 'f4': 2, 'f5': 4}",0.0012601143123638068
81,"{'f1': 5, 'f2': 5, 'f3': 4, 'f4': 2, 'f5': 5}",0.0012847359299906903
82,"{'f1': 5, 'f2': 5, 'f3': 4, 'f4': 3, 'f5': 2}",0.0012799586225933602
83,"{'f1': 5, 'f2': 5, 'f3': 4, 'f4': 3, 'f5': 3}",0.001247369718588204
84,"{'f1': 5, 'f2': 5, 'f3': 4, 'f4': 3, 'f5': 4}",0.0013022047935770207
85,"{'f1': 5, 'f2': 5, 'f3': 4, 'f4': 3, 'f5': 5}",0.0014319624285003094
86,"{'f1': 5, 'f2': 5, 'f3': 4, 'f4': 4, 'f5': 2}",0.001255054470931173
87,"{'f1': 5, 'f2': 5, 'f3': 4, 'f4': 4, 'f5': 3}",0.001286468005127538
88,"{'f1': 5, 'f2': 5, 'f3': 4, 'f4': 4, 'f5': 4}",0.0014276696065673965
89,"{'f1': 5, 'f2': 5, 'f3': 4, 'f4': 4, 'f5': 5}",0.0015038020125195774
90,"{'f1': 5, 'f2': 5, 'f3': 4, 'f4': 5, 'f5': 2}",0.001276932138079125
91,"{'f1': 5, 'f2': 5, 'f3': 4, 'f4': 5, 'f5': 3}",0.0014149514589281611
92,"{'f1': 5, 'f2': 5, 'f3': 4, 'f4': 5, 'f5': 4}",0.0012961253985868267
93,"{'f1': 5, 'f2': 5, 'f3': 4, 'f4': 5, 'f5': 5}",0.0012714779394985632
94,"{'f1': 5, 'f2': 5, 'f3': 5, 'f4': 2, 'f5': 2}",0.0014314700290733546
95,"{'f1': 5, 'f2': 5, 'f3': 5, 'f4': 2, 'f5': 3}",0.0012686073879098975
96,"{'f1': 5, 'f2': 5, 'f3': 5, 'f4': 2, 'f5': 4}",0.0013319536427186726
97,"{'f1': 5, 'f2': 5, 'f3': 5, 'f4': 2, 'f5': 5}",0.0013349760954079431
98,"{'f1': 5, 'f2': 5, 'f3': 5, 'f4': 3, 'f5': 2}",0.0013115658112202325
99,"{'f1': 5, 'f2': 5, 'f3': 5, 'f4': 3, 'f5': 3}",0.001270111085091582
100,"{'f1': 5, 'f2': 5, 'f3': 5, 'f4': 3, 'f5': 4}",0.001451505947629508
101,"{'f1': 5, 'f2': 5, 'f3': 5, 'f4': 3, 'f5': 5}",0.0014855002762924363
102,"{'f1': 5, 'f2': 5, 'f3': 5, 'f4': 4, 'f5': 2}",0.0012854215151756583
103,"{'f1': 5, 'f2': 5, 'f3': 5, 'f4': 4, 'f5': 3}",0.0014351595511392084
104,"{'f1': 5, 'f2': 5, 'f3': 5, 'f4': 4, 'f5': 4}",0.0013371327209517352
105,"{'f1': 5, 'f2': 5, 'f3': 5, 'f4': 4, 'f5': 5}",0.0012695736259504475
106,"{'f1': 5, 'f2': 5, 'f3': 5, 'f4': 5, 'f5': 2}",0.0015589363557758468
107,"{'f1': 5, 'f2': 5, 'f3': 5, 'f4': 5, 'f5': 3}",0.001265880828820393
108,"{'f1': 5, 'f2': 5, 'f3': 5, 'f4': 5, 'f5': 4}",0.0012771783584610312
109,"{'f1': 5, 'f2': 5, 'f3': 5, 'f4': 5, 'f5': 5}",0.0012288365611384802
